DateOfReport,ReportID,ProductReference,SupplierName,GarmentType,Material,Weight,ProposedUnitsPerCarton,ProposedFoldingMethod,ProposedLayout,PackagingQuality,Size,Collection
2024-03-21,RPT0036229,PRD00012,SupplierA,Shorts,Wool,0.33,29.0,Method3,LayoutC,Bad,XS,Summer
2024-03-21,RPT0420736,PRD00011,SupplierH,Shirt,Silk,0.15,36.0,Method3,LayoutA,Good,M,Summer
2024-03-22,RPT0002299,PRD00023,SupplierA,Pants,Silk,0.28,21.0,Method3,LayoutB,Good,M,Summer
2024-03-22,RPT0271490,PRD00032,SupplierF,Shirt,Denim,0.3,25.0,Method2,LayoutC,Bad,S,Summer
2024-03-22,RPT0488904,PRD00018,SupplierB,Dress,Cotton,0.46,24.0,Method1,LayoutC,Good,XL,Winter
2024-03-23,RPT0302506,PRD00013,SupplierD,T-Shirt,Silk,0.1,42.0,Method3,LayoutB,Bad,S,Summer
2024-03-24,RPT0185627,PRD00009,SupplierH,Skirt,Linen,0.23,25.0,Method2,LayoutA,Good,L,Summer
2024-03-24,RPT0243776,PRD00013,SupplierA,T-Shirt,Silk,0.1,33.0,Method3,LayoutB,Good,S,Summer
2024-03-24,RPT0262687,PRD00011,SupplierB,Shirt,Silk,0.15,42.0,Method3,LayoutB,Good,M,Summer
2024-03-25,RPT0275704,PRD00016,SupplierE,Shirt,Cotton,0.2,28.0,Method1,LayoutB,Good,L,Spring
2024-03-26,RPT0063804,PRD00025,SupplierC,Dress,Wool,0.72,12.0,Method3,LayoutC,Good,M,Autumn
2024-03-26,RPT0124242,PRD00020,SupplierA,Pants,Cotton,0.34,30.0,Method2,LayoutC,Bad,S,Spring
2024-03-26,RPT0153648,PRD00027,SupplierA,Shirt,Silk,0.11,12.0,Method3,LayoutB,Good,S,Summer
2024-03-26,RPT0269625,PRD00032,SupplierA,Shirt,Denim,0.3,31.0,Method2,LayoutC,Good,S,Summer
2024-03-26,RPT0320577,PRD00021,SupplierB,Suit,Cotton,1.11,33.0,Method2,LayoutD,Bad,M,Spring
2024-03-26,RPT0352708,PRD00011,SupplierD,Shirt,Silk,0.15,43.0,Method3,LayoutA,Good,M,Summer
2024-03-27,RPT0269518,PRD00027,SupplierC,Shirt,Silk,0.11,47.0,Method3,LayoutA,Bad,S,Summer
2024-03-27,RPT0496300,PRD00031,SupplierB,Skirt,Cotton,0.32,26.0,Method1,LayoutB,Good,L,Summer
2024-03-28,RPT0052842,PRD00007,SupplierC,Shirt,Cotton,0.22,33.0,Method2,LayoutB,Good,XL,Winter
2024-03-28,RPT0138510,PRD00017,SupplierA,Pants,Cotton,0.37,21.0,Method2,LayoutB,Good,L,Summer
2024-03-28,RPT0198140,PRD00031,SupplierA,Skirt,Cotton,0.32,26.0,Method1,LayoutB,Good,L,Summer
2024-03-28,RPT0219192,PRD00001,SupplierB,Jacket,Cotton,0.84,14.0,Method1,LayoutD,Good,L,Summer
2024-03-28,RPT0232789,PRD00007,SupplierA,Shirt,Cotton,0.22,34.0,Method2,LayoutB,Good,XL,Winter
2024-03-28,RPT0295581,PRD00020,SupplierD,Pants,Cotton,0.34,34.0,Method2,LayoutC,Good,S,Spring
2024-03-28,RPT0386014,PRD00002,SupplierB,Shorts,Cotton,0.35,29.0,Method2,LayoutB,Good,S,Summer
2024-03-29,RPT0258211,PRD00014,SupplierA,Pants,Cotton,0.42,24.0,Method1,LayoutC,Good,M,Winter
2024-03-29,RPT0414164,PRD00029,SupplierE,Skirt,Wool,0.32,30.0,Method3,LayoutC,Good,S,Summer
2024-03-29,RPT0453808,PRD00001,SupplierA,Jacket,Cotton,0.84,18.0,Method2,LayoutC,Good,L,Summer
2024-03-30,RPT0076906,PRD00019,SupplierD,Jacket,Cotton,0.76,15.0,Method2,LayoutD,Bad,M,Summer
2024-03-30,RPT0465459,PRD00005,SupplierC,Shirt,Polyester,0.16,36.0,Method2,LayoutB,Good,M,Spring
2024-03-31,RPT0128777,PRD00031,SupplierH,Skirt,Cotton,0.32,26.0,Method1,LayoutC,Good,L,Summer
2024-03-31,RPT0177096,PRD00016,SupplierB,Shirt,Cotton,0.2,30.0,Method1,LayoutB,Good,L,Spring
2024-03-31,RPT0252573,PRD00009,SupplierA,Skirt,Linen,0.23,33.0,Method2,LayoutB,Good,L,Summer
2024-03-31,RPT0328126,PRD00011,SupplierE,Shirt,Silk,0.15,30.0,Method3,LayoutA,Good,M,Summer
2024-03-31,RPT0415514,PRD00031,SupplierC,Skirt,Cotton,0.32,29.0,Method2,LayoutC,Good,L,Summer
2024-04-01,RPT0319702,PRD00011,SupplierF,Shirt,Silk,0.15,33.0,Method3,LayoutB,Bad,M,Summer
2024-04-02,RPT0080543,PRD00011,SupplierD,Shirt,Silk,0.15,40.0,Method3,LayoutA,Good,M,Summer
2024-04-02,RPT0360885,PRD00031,SupplierC,Skirt,Cotton,0.32,21.0,Method1,LayoutB,Bad,L,Summer
2024-04-03,RPT0337749,PRD00015,SupplierC,Shirt,Polyester,0.12,39.0,Method1,LayoutA,Good,M,Summer
2024-04-03,RPT0354904,PRD00014,SupplierA,Pants,Cotton,0.42,20.0,Method2,LayoutC,Bad,M,Winter
2024-04-04,RPT0008535,PRD00033,SupplierB,Shirt,Silk,0.14,39.0,Method3,LayoutA,Good,L,Winter
2024-04-04,RPT0030745,PRD00027,SupplierH,Shirt,Silk,0.11,33.0,Method3,LayoutA,Good,S,Summer
2024-04-04,RPT0142065,PRD00001,SupplierC,Jacket,Cotton,0.84,13.0,Method1,LayoutC,Bad,L,Summer
2024-04-04,RPT0153174,PRD00015,SupplierF,Shirt,Polyester,0.12,45.0,Method1,LayoutG,Bad,M,Summer
2024-04-04,RPT0393423,PRD00006,SupplierD,Shirt,Silk,0.16,46.0,Method3,LayoutB,Good,L,Summer
2024-04-05,RPT0017682,PRD00032,SupplierA,Shirt,Denim,0.3,29.0,Method2,LayoutC,Good,S,Summer
2024-04-05,RPT0243742,PRD00006,SupplierA,Shirt,Silk,0.16,31.0,Method3,LayoutA,Good,L,Summer
2024-04-05,RPT0328846,PRD00013,SupplierB,T-Shirt,Silk,0.1,31.0,Method3,LayoutB,Good,S,Summer
2024-04-05,RPT0483684,PRD00032,SupplierG,Shirt,Denim,0.3,27.0,Method2,LayoutG,Good,S,Summer
2024-04-06,RPT0016807,PRD00028,SupplierA,Dress,Silk,0.37,25.0,Method3,LayoutC,Good,XS,Winter
2024-04-06,RPT0195583,PRD00015,SupplierC,Shirt,Polyester,0.12,45.0,Method1,LayoutA,Good,M,Summer
2024-04-06,RPT0223633,PRD00011,SupplierB,Shirt,Silk,0.15,31.0,Method3,LayoutA,Good,M,Summer
2024-04-06,RPT0269861,PRD00013,SupplierC,T-Shirt,Silk,0.1,36.0,Method3,LayoutB,Good,S,Summer
2024-04-06,RPT0384971,PRD00016,SupplierA,Shirt,Cotton,0.2,23.0,Method1,LayoutA,Good,L,Spring
2024-04-08,RPT0005889,PRD00027,SupplierD,Shirt,Silk,0.11,36.0,Method3,LayoutB,Good,S,Summer
2024-04-08,RPT0057530,PRD00029,SupplierB,Skirt,Wool,0.32,20.0,Method3,LayoutC,Good,S,Summer
2024-04-08,RPT0085694,PRD00014,SupplierF,Pants,Cotton,0.42,31.0,Method2,LayoutB,Good,M,Winter
2024-04-08,RPT0165803,PRD00009,SupplierF,Skirt,Linen,0.23,20.0,Method2,LayoutB,Bad,L,Summer
2024-04-08,RPT0352468,PRD00020,SupplierC,Pants,Cotton,0.34,23.0,Method2,LayoutB,Bad,S,Spring
2024-04-09,RPT0195522,PRD00012,SupplierA,Shorts,Wool,0.33,30.0,Method3,LayoutB,Bad,XS,Summer
2024-04-09,RPT0338013,PRD00015,SupplierD,Shirt,Polyester,0.12,35.0,Method1,LayoutB,Good,M,Summer
2024-04-09,RPT0487489,PRD00027,SupplierC,Shirt,Silk,0.11,49.0,Method3,LayoutB,Good,S,Summer
2024-04-10,RPT0255804,PRD00015,SupplierB,Shirt,Polyester,0.12,36.0,Method1,LayoutB,Good,M,Summer
2024-04-10,RPT0424305,PRD00022,SupplierC,Shirt,Cotton,0.16,32.0,Method1,LayoutA,Bad,M,Autumn
2024-04-10,RPT0433973,PRD00019,SupplierA,Jacket,Cotton,0.76,12.0,Method2,LayoutC,Good,M,Summer
2024-04-11,RPT0096999,PRD00022,SupplierA,Shirt,Cotton,0.16,49.0,Method2,LayoutB,Good,M,Autumn
2024-04-11,RPT0237571,PRD00012,SupplierC,Shorts,Wool,0.33,30.0,Method3,LayoutB,Good,XS,Summer
2024-04-12,RPT0087438,PRD00013,SupplierF,T-Shirt,Silk,0.1,35.0,Method3,LayoutA,Good,S,Summer
2024-04-12,RPT0461134,PRD00004,SupplierH,Skirt,Polyester,0.25,33.0,Method2,LayoutC,Good,L,Winter
2024-04-13,RPT0032167,PRD00020,SupplierA,Pants,Cotton,0.34,21.0,Method2,LayoutC,Good,S,Spring
2024-04-13,RPT0088178,PRD00010,SupplierB,Coat,Linen,1.51,8.0,Method2,LayoutE,Good,S,Summer
2024-04-13,RPT0346886,PRD00022,SupplierA,Shirt,Cotton,0.16,30.0,Method2,LayoutB,Good,M,Autumn
2024-04-14,RPT0368925,PRD00028,SupplierF,Dress,Silk,0.37,30.0,Method3,LayoutC,Good,XS,Winter
2024-04-14,RPT0459444,PRD00023,SupplierD,Pants,Silk,0.28,31.0,Method3,LayoutC,Good,M,Summer
2024-04-15,RPT0068694,PRD00023,SupplierF,Pants,Silk,0.28,34.0,Method3,LayoutC,Good,M,Summer
2024-04-15,RPT0160219,PRD00005,SupplierA,Shirt,Polyester,0.16,44.0,Method2,LayoutA,Good,M,Spring
2024-04-15,RPT0190702,PRD00013,SupplierC,T-Shirt,Silk,0.1,37.0,Method3,LayoutB,Good,S,Summer
2024-04-15,RPT0495364,PRD00014,SupplierE,Pants,Cotton,0.42,31.0,Method2,LayoutB,Good,M,Winter
2024-04-16,RPT0034345,PRD00014,SupplierC,Pants,Cotton,0.42,24.0,Method2,LayoutC,Good,M,Winter
2024-04-17,RPT0328420,PRD00022,SupplierB,Shirt,Cotton,0.16,40.0,Method2,LayoutA,Uncertain,M,Autumn
2024-04-18,RPT0061813,PRD00014,SupplierG,Pants,Cotton,0.42,34.0,Method1,LayoutC,Good,M,Winter
2024-04-18,RPT0072105,PRD00004,SupplierE,Skirt,Polyester,0.25,32.0,Method1,LayoutB,Good,L,Winter
2024-04-18,RPT0115630,PRD00008,SupplierF,T-Shirt,Polyester,0.13,33.0,Method2,LayoutB,Bad,S,Spring
2024-04-18,RPT0128121,PRD00007,SupplierG,Shirt,Cotton,0.22,22.0,Method1,LayoutA,Bad,XL,Winter
2024-04-18,RPT0371347,PRD00006,SupplierD,Shirt,Silk,0.16,39.0,Method3,LayoutB,Good,L,Summer
2024-04-19,RPT0054239,PRD00013,SupplierE,T-Shirt,Silk,0.1,31.0,Method3,LayoutB,Good,S,Summer
2024-04-19,RPT0130323,PRD00033,SupplierF,Shirt,Silk,0.14,36.0,Method3,LayoutA,Bad,L,Winter
2024-04-19,RPT0150746,PRD00002,SupplierB,Shorts,Cotton,0.35,22.0,Method2,LayoutB,Good,S,Summer
2024-04-19,RPT0323391,PRD00020,SupplierD,Pants,Cotton,0.34,20.0,Method1,LayoutC,Good,S,Spring
2024-04-19,RPT0498983,PRD00003,SupplierA,Sweater,Cotton,0.85,19.0,Method2,LayoutC,Uncertain,M,Spring
2024-04-20,RPT0046705,PRD00017,SupplierE,Pants,Cotton,0.37,33.0,Method2,LayoutB,Good,L,Summer
2024-04-20,RPT0069307,PRD00029,SupplierB,Skirt,Wool,0.32,28.0,Method3,LayoutB,Bad,S,Summer
2024-04-20,RPT0112666,PRD00024,SupplierA,Jacket,Cotton,0.73,16.0,Method1,LayoutD,Good,L,Summer
2024-04-20,RPT0143642,PRD00031,SupplierA,Skirt,Cotton,0.32,29.0,Method1,LayoutB,Good,L,Summer
2024-04-20,RPT0266541,PRD00005,SupplierD,Shirt,Polyester,0.16,43.0,Method2,LayoutB,Bad,M,Spring
2024-04-20,RPT0315880,PRD00012,SupplierE,Shorts,Wool,0.33,27.0,Method3,LayoutC,Bad,XS,Summer
2024-04-20,RPT0349159,PRD00004,SupplierH,Skirt,Polyester,0.25,29.0,Method1,LayoutC,Good,L,Winter
2024-04-20,RPT0374529,PRD00026,SupplierB,T-Shirt,Cotton,0.15,42.0,Method1,LayoutA,Good,M,Autumn
2024-04-21,RPT0075729,PRD00021,SupplierC,Suit,Cotton,1.11,8.0,Method2,LayoutE,Good,M,Spring
2024-04-21,RPT0076761,PRD00008,SupplierC,T-Shirt,Polyester,0.13,41.0,Method2,LayoutA,Good,S,Spring
2024-04-22,RPT0159526,PRD00031,SupplierD,Skirt,Cotton,0.32,21.0,Method2,LayoutC,Bad,L,Summer
2024-04-23,RPT0045172,PRD00004,SupplierC,Skirt,Polyester,0.25,23.0,Method1,LayoutB,Good,L,Winter
2024-04-23,RPT0075987,PRD00015,SupplierE,Shirt,Polyester,0.12,31.0,Method1,LayoutB,Good,M,Summer
2024-04-23,RPT0250297,PRD00011,SupplierG,Shirt,Silk,0.15,38.0,Method3,LayoutA,Bad,M,Summer
2024-04-24,RPT0082157,PRD00027,SupplierB,Shirt,Silk,0.11,37.0,Method3,LayoutA,Good,S,Summer
2024-04-24,RPT0125094,PRD00018,SupplierA,Dress,Cotton,0.46,29.0,Method1,LayoutB,Good,XL,Winter
2024-04-24,RPT0283618,PRD00011,SupplierA,Shirt,Silk,0.15,38.0,Method3,LayoutB,Good,M,Summer
2024-04-24,RPT0298933,PRD00028,SupplierA,Dress,Silk,0.37,34.0,Method3,LayoutC,Bad,XS,Winter
2024-04-24,RPT0392578,PRD00034,SupplierE,Shorts,Silk,0.23,28.0,Method3,LayoutB,Good,M,Summer
2024-04-24,RPT0456357,PRD00028,SupplierG,Dress,Silk,0.37,24.0,Method3,LayoutC,Good,XS,Winter
2024-04-25,RPT0053713,PRD00007,SupplierD,Shirt,Cotton,0.22,21.0,Method2,LayoutB,Good,XL,Winter
2024-04-25,RPT0068833,PRD00031,SupplierA,Skirt,Cotton,0.32,28.0,Method2,LayoutB,Good,L,Summer
2024-04-25,RPT0087043,PRD00020,SupplierF,Pants,Cotton,0.34,25.0,Method2,LayoutC,Bad,S,Spring
2024-04-25,RPT0201578,PRD00034,SupplierA,Shorts,Silk,0.23,26.0,Method3,LayoutA,Good,M,Summer
2024-04-25,RPT0434190,PRD00016,SupplierB,Shirt,Cotton,0.2,24.0,Method2,LayoutA,Bad,L,Spring
2024-04-26,RPT0049440,PRD00031,SupplierE,Skirt,Cotton,0.32,30.0,Method1,LayoutB,Good,L,Summer
2024-04-26,RPT0057479,PRD00019,SupplierE,Jacket,Cotton,0.76,14.0,Method1,LayoutD,Good,M,Summer
2024-04-26,RPT0134577,PRD00026,SupplierA,T-Shirt,Cotton,0.15,40.0,Method1,LayoutA,Good,M,Autumn
2024-04-26,RPT0445708,PRD00002,SupplierA,Shorts,Cotton,0.35,20.0,Method1,LayoutB,Good,S,Summer
2024-04-27,RPT0281267,PRD00018,SupplierC,Dress,Cotton,0.46,27.0,Method2,LayoutC,Good,XL,Winter
2024-04-28,RPT0037013,PRD00030,SupplierB,Shirt,Wool,0.26,27.0,Method3,LayoutB,Good,S,Winter
2024-04-28,RPT0121868,PRD00029,SupplierE,Skirt,Wool,0.32,24.0,Method3,LayoutB,Bad,S,Summer
2024-04-28,RPT0413839,PRD00027,SupplierA,Shirt,Silk,0.11,34.0,Method3,LayoutA,Good,S,Summer
2024-04-29,RPT0031704,PRD00016,SupplierB,Shirt,Cotton,0.2,21.0,Method2,LayoutB,Good,L,Spring
2024-04-29,RPT0248996,PRD00027,SupplierE,Shirt,Silk,0.11,44.0,Method3,LayoutB,Good,S,Summer
2024-04-29,RPT0264682,PRD00005,SupplierG,Shirt,Polyester,0.16,33.0,Method2,LayoutA,Good,M,Spring
2024-04-30,RPT0410274,PRD00009,SupplierH,Skirt,Linen,0.23,22.0,Method2,LayoutB,Good,L,Summer
2024-05-02,RPT0064268,PRD00017,SupplierB,Pants,Cotton,0.37,26.0,Method1,LayoutB,Good,L,Summer
2024-05-02,RPT0068919,PRD00030,SupplierC,Shirt,Wool,0.26,31.0,Method3,LayoutC,Good,S,Winter
2024-05-02,RPT0278024,PRD00014,SupplierG,Pants,Cotton,0.42,20.0,Method1,LayoutB,Good,M,Winter
2024-05-02,RPT0339649,PRD00001,SupplierE,Jacket,Cotton,0.84,16.0,Method2,LayoutC,Good,L,Summer
2024-05-03,RPT0060017,PRD00008,SupplierA,T-Shirt,Polyester,0.13,44.0,Method2,LayoutA,Good,S,Spring
2024-05-03,RPT0162057,PRD00024,SupplierE,Jacket,Cotton,0.73,11.0,Method2,LayoutD,Bad,L,Summer
2024-05-03,RPT0178622,PRD00014,SupplierD,Pants,Cotton,0.42,34.0,Method2,LayoutB,Good,M,Winter
2024-05-03,RPT0262659,PRD00022,SupplierH,Shirt,Cotton,0.16,34.0,Method2,LayoutB,Good,M,Autumn
2024-05-03,RPT0429738,PRD00025,SupplierD,Dress,Wool,0.72,30.0,Method3,LayoutD,Bad,M,Autumn
2024-05-04,RPT0015192,PRD00001,SupplierE,Jacket,Cotton,0.84,10.0,Method2,LayoutC,Good,L,Summer
2024-05-04,RPT0024178,PRD00015,SupplierH,Shirt,Polyester,0.12,47.0,Method1,LayoutA,Bad,M,Summer
2024-05-04,RPT0043209,PRD00020,SupplierA,Pants,Cotton,0.34,28.0,Method1,LayoutB,Good,S,Spring
2024-05-04,RPT0175508,PRD00005,SupplierC,Shirt,Polyester,0.16,47.0,Method1,LayoutA,Good,M,Spring
2024-05-04,RPT0327735,PRD00017,SupplierA,Pants,Cotton,0.37,24.0,Method1,LayoutC,Good,L,Summer
2024-05-04,RPT0475150,PRD00018,SupplierF,Dress,Cotton,0.46,21.0,Method2,LayoutB,Good,XL,Winter
2024-05-05,RPT0005869,PRD00002,SupplierA,Shorts,Cotton,0.35,29.0,Method2,LayoutC,Good,S,Summer
2024-05-05,RPT0009782,PRD00008,SupplierB,T-Shirt,Polyester,0.13,34.0,Method1,LayoutB,Good,S,Spring
2024-05-05,RPT0074412,PRD00033,SupplierB,Shirt,Silk,0.14,42.0,Method3,LayoutA,Good,L,Winter
2024-05-05,RPT0136088,PRD00025,SupplierB,Dress,Wool,0.72,14.0,Method3,LayoutD,Good,M,Autumn
2024-05-06,RPT0343933,PRD00017,SupplierG,Pants,Cotton,0.37,30.0,Method1,LayoutC,Good,L,Summer
2024-05-06,RPT0424536,PRD00019,SupplierG,Jacket,Cotton,0.76,18.0,Method2,LayoutC,Good,M,Summer
2024-05-07,RPT0024005,PRD00033,SupplierC,Shirt,Silk,0.14,48.0,Method3,LayoutB,Good,L,Winter
2024-05-07,RPT0056544,PRD00001,SupplierD,Jacket,Cotton,0.84,14.0,Method2,LayoutC,Good,L,Summer
2024-05-07,RPT0256502,PRD00022,SupplierB,Shirt,Cotton,0.16,37.0,Method1,LayoutB,Good,M,Autumn
2024-05-07,RPT0407866,PRD00016,SupplierB,Shirt,Cotton,0.2,29.0,Method2,LayoutA,Good,L,Spring
2024-05-07,RPT0433601,PRD00021,SupplierD,Suit,Cotton,1.11,5.0,Method1,LayoutD,Bad,M,Spring
2024-05-08,RPT0033003,PRD00024,SupplierE,Jacket,Cotton,0.73,10.0,Method1,LayoutC,Bad,L,Summer
2024-05-08,RPT0178617,PRD00026,SupplierE,T-Shirt,Cotton,0.15,37.0,Method1,LayoutB,Good,M,Autumn
2024-05-08,RPT0424092,PRD00026,SupplierC,T-Shirt,Cotton,0.15,41.0,Method1,LayoutB,Good,M,Autumn
2024-05-09,RPT0135413,PRD00017,SupplierC,Pants,Cotton,0.37,20.0,Method1,LayoutB,Good,L,Summer
2024-05-09,RPT0145368,PRD00010,SupplierC,Coat,Linen,1.51,5.0,Method2,LayoutD,Bad,S,Summer
2024-05-09,RPT0188815,PRD00032,SupplierB,Shirt,Denim,0.3,24.0,Method2,LayoutC,Good,S,Summer
2024-05-09,RPT0263449,PRD00020,SupplierB,Pants,Cotton,0.34,25.0,Method2,LayoutC,Good,S,Spring
2024-05-09,RPT0460659,PRD00004,SupplierA,Skirt,Polyester,0.25,32.0,Method2,LayoutC,Good,L,Winter
2024-05-09,RPT0476542,PRD00022,SupplierC,Shirt,Cotton,0.16,39.0,Method2,LayoutA,Bad,M,Autumn
2024-05-10,RPT0249933,PRD00020,SupplierB,Pants,Cotton,0.34,30.0,Method2,LayoutC,Good,S,Spring
2024-05-10,RPT0294057,PRD00023,SupplierA,Pants,Silk,0.28,33.0,Method3,LayoutB,Good,M,Summer
2024-05-10,RPT0339342,PRD00013,SupplierE,T-Shirt,Silk,0.1,33.0,Method3,LayoutA,Good,S,Summer
2024-05-11,RPT0031813,PRD00001,SupplierC,Jacket,Cotton,0.84,11.0,Method2,LayoutC,Good,L,Summer
2024-05-11,RPT0052718,PRD00023,SupplierB,Pants,Silk,0.28,23.0,Method3,LayoutB,Good,M,Summer
2024-05-11,RPT0059279,PRD00034,SupplierB,Shorts,Silk,0.23,29.0,Method3,LayoutA,Bad,M,Summer
2024-05-12,RPT0071999,PRD00011,SupplierC,Shirt,Silk,0.15,31.0,Method3,LayoutB,Bad,M,Summer
2024-05-12,RPT0270324,PRD00016,SupplierE,Shirt,Cotton,0.2,33.0,Method2,LayoutA,Bad,L,Spring
2024-05-12,RPT0308960,PRD00006,SupplierB,Shirt,Silk,0.16,45.0,Method3,LayoutB,Good,L,Summer
2024-05-13,RPT0138128,PRD00015,SupplierB,Shirt,Polyester,0.12,43.0,Method1,LayoutB,Good,M,Summer
2024-05-13,RPT0467109,PRD00034,SupplierD,Shorts,Silk,0.23,23.0,Method3,LayoutA,Good,M,Summer
2024-05-14,RPT0050426,PRD00023,SupplierE,Pants,Silk,0.28,34.0,Method3,LayoutC,Bad,M,Summer
2024-05-15,RPT0233015,PRD00028,SupplierC,Dress,Silk,0.37,32.0,Method3,LayoutC,Good,XS,Winter
2024-05-16,RPT0093466,PRD00019,SupplierA,Jacket,Cotton,0.76,12.0,Method2,LayoutD,Good,M,Summer
2024-05-16,RPT0139353,PRD00027,SupplierB,Shirt,Silk,0.11,44.0,Method3,LayoutB,Good,S,Summer
2024-05-16,RPT0177772,PRD00013,SupplierA,T-Shirt,Silk,0.1,43.0,Method3,LayoutB,Good,S,Summer
2024-05-16,RPT0333159,PRD00014,SupplierB,Pants,Cotton,0.42,23.0,Method2,LayoutC,Good,M,Winter
2024-05-17,RPT0042387,PRD00022,SupplierC,Shirt,Cotton,0.16,35.0,Method1,LayoutB,Good,M,Autumn
2024-05-17,RPT0380773,PRD00010,SupplierC,Coat,Linen,1.51,5.0,Method3,LayoutE,Bad,S,Summer
2024-05-18,RPT0235895,PRD00013,SupplierB,T-Shirt,Silk,0.1,35.0,Method3,LayoutB,Good,S,Summer
2024-05-19,RPT0153601,PRD00030,SupplierA,Shirt,Wool,0.26,31.0,Method3,LayoutB,Good,S,Winter
2024-05-20,RPT0008432,PRD00003,SupplierF,Sweater,Cotton,0.85,10.0,Method2,LayoutC,Good,M,Spring
2024-05-20,RPT0138865,PRD00021,SupplierA,Suit,Cotton,1.11,5.0,Method1,LayoutD,Good,M,Spring
2024-05-20,RPT0248467,PRD00013,SupplierE,T-Shirt,Silk,0.1,36.0,Method3,LayoutB,Good,S,Summer
2024-05-20,RPT0285453,PRD00027,SupplierE,Shirt,Silk,0.11,34.0,Method3,LayoutB,Good,S,Summer
2024-05-20,RPT0400990,PRD00020,SupplierB,Pants,Cotton,0.34,21.0,Method1,LayoutC,Good,S,Spring
2024-05-21,RPT0321591,PRD00031,SupplierA,Skirt,Cotton,0.32,25.0,Method2,LayoutB,Good,L,Summer
2024-05-22,RPT0020509,PRD00015,SupplierB,Shirt,Polyester,0.12,31.0,Method1,LayoutB,Good,M,Summer
2024-05-22,RPT0260068,PRD00012,SupplierA,Shorts,Wool,0.33,22.0,Method3,LayoutC,Bad,XS,Summer
2024-05-22,RPT0437399,PRD00033,SupplierC,Shirt,Silk,0.14,30.0,Method3,LayoutA,Good,L,Winter
2024-05-23,RPT0213716,PRD00007,SupplierC,Shirt,Cotton,0.22,27.0,Method1,LayoutB,Good,XL,Winter
2024-05-23,RPT0456189,PRD00006,SupplierF,Shirt,Silk,0.16,39.0,Method3,LayoutA,Good,L,Summer
2024-05-24,RPT0157902,PRD00029,SupplierA,Skirt,Wool,0.32,21.0,Method3,LayoutC,Good,S,Summer
2024-05-24,RPT0230856,PRD00004,SupplierD,Skirt,Polyester,0.25,33.0,Method1,LayoutB,Good,L,Winter
2024-05-24,RPT0360695,PRD00026,SupplierA,T-Shirt,Cotton,0.15,41.0,Method1,LayoutA,Good,M,Autumn
2024-05-24,RPT0487105,PRD00016,SupplierA,Shirt,Cotton,0.2,20.0,Method1,LayoutC,Good,L,Spring
2024-05-25,RPT0289849,PRD00009,SupplierC,Skirt,Linen,0.23,31.0,Method3,LayoutA,Bad,L,Summer
2024-05-25,RPT0385309,PRD00029,SupplierA,Skirt,Wool,0.32,32.0,Method3,LayoutC,Bad,S,Summer
2024-05-25,RPT0487925,PRD00024,SupplierE,Jacket,Cotton,0.73,18.0,Method2,LayoutC,Good,L,Summer
2024-05-26,RPT0029611,PRD00007,SupplierD,Shirt,Cotton,0.22,31.0,Method1,LayoutA,Bad,XL,Winter
2024-05-26,RPT0096817,PRD00006,SupplierE,Shirt,Silk,0.16,47.0,Method3,LayoutA,Good,L,Summer
2024-05-26,RPT0266963,PRD00016,SupplierD,Shirt,Cotton,0.2,33.0,Method1,LayoutB,Good,L,Spring
2024-05-26,RPT0359285,PRD00034,SupplierC,Shorts,Silk,0.23,31.0,Method3,LayoutB,Good,M,Summer
2024-05-26,RPT0440027,PRD00017,SupplierE,Pants,Cotton,0.37,23.0,Method1,LayoutB,Bad,L,Summer
2024-05-26,RPT0471457,PRD00001,SupplierA,Jacket,Cotton,0.84,11.0,Method2,LayoutC,Good,L,Summer
2024-05-27,RPT0004942,PRD00012,SupplierD,Shorts,Wool,0.33,26.0,Method3,LayoutC,Bad,XS,Summer
2024-05-27,RPT0248827,PRD00009,SupplierA,Skirt,Linen,0.23,27.0,Method2,LayoutB,Bad,L,Summer
2024-05-27,RPT0332994,PRD00007,SupplierE,Shirt,Cotton,0.22,22.0,Method1,LayoutB,Good,XL,Winter
2024-05-27,RPT0482325,PRD00006,SupplierB,Shirt,Silk,0.16,33.0,Method3,LayoutA,Good,L,Summer
2024-05-28,RPT0267978,PRD00031,SupplierC,Skirt,Cotton,0.32,27.0,Method1,LayoutB,Bad,L,Summer
2024-05-28,RPT0389386,PRD00002,SupplierC,Shorts,Cotton,0.35,24.0,Method2,LayoutC,Good,S,Summer
2024-05-29,RPT0111644,PRD00015,SupplierC,Shirt,Polyester,0.12,45.0,Method1,LayoutA,Good,M,Summer
2024-05-29,RPT0324170,PRD00019,SupplierD,Jacket,Cotton,0.76,19.0,Method1,LayoutD,Good,M,Summer
2024-05-29,RPT0339758,PRD00027,SupplierD,Shirt,Silk,0.11,47.0,Method3,LayoutB,Good,S,Summer
2024-05-30,RPT0000379,PRD00005,SupplierF,Shirt,Polyester,0.16,30.0,Method1,LayoutA,Bad,M,Spring
2024-05-30,RPT0155205,PRD00028,SupplierE,Dress,Silk,0.37,23.0,Method3,LayoutB,Bad,XS,Winter
2024-05-30,RPT0251248,PRD00007,SupplierA,Shirt,Cotton,0.22,33.0,Method1,LayoutA,Good,XL,Winter
2024-05-31,RPT0050412,PRD00009,SupplierB,Skirt,Linen,0.23,33.0,Method3,LayoutA,Good,L,Summer
2024-05-31,RPT0229353,PRD00020,SupplierD,Pants,Cotton,0.34,20.0,Method2,LayoutC,Bad,S,Spring
