ProductReference,SupplierName,ProposedLayout,ProposedFoldingMethod,ProposedUnitsPerCarton,ProductName,GarmentType,Material,Size,Collection,Weight
PRD05816,SupplierA,LayoutA,Method3,34.0,Shirt Wool M,Shirt,Wool,M,Autumn,0.24
PRD05815,SupplierA,LayoutA,Method2,30.0,Shirt Cotton L,Shirt,Cotton,L,Summer,0.21
PRD05814,SupplierA,LayoutC,Method3,31.0,Pants Wool M,Pants,Wool,M,Winter,0.46
PRD05813,SupplierB,LayoutB,Method2,39.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Summer,0.13
PRD05812,SupplierB,LayoutD,Method2,12.0,Hoodie Cotton L,Hoodie,Cotton,L,Autumn,0.86
PRD05811,SupplierA,LayoutB,Method1,20.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.22
PRD05810,SupplierB,LayoutD,Method2,17.0,Jacket Cotton L,Jacket,Cotton,L,Winter,0.85
PRD05809,SupplierA,LayoutC,Method3,16.0,Suit Silk M,Suit,Silk,M,Autumn,0.73
PRD05808,SupplierF,LayoutD,Method3,14.0,Hoodie Linen S,Hoodie,Linen,S,Autumn,0.78
PRD05828,SupplierA,LayoutB,Method2,45.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.14
PRD05827,SupplierF,LayoutE,Method2,12.5,Suit Cotton S,Suit,Cotton,S,Summer,1.02
PRD05826,SupplierD,LayoutC,Method1,18.0,Jacket Cotton M,Jacket,Cotton,M,Spring,0.71
PRD05825,SupplierC,LayoutA,Method2,28.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.2
PRD05824,SupplierC,LayoutB,Method2,17.0,Sweater Polyester XS,Sweater,Polyester,XS,Summer,0.56
PRD05823,SupplierA,LayoutD,Method3,8.0,Coat Linen L,Coat,Linen,L,Summer,1.44
PRD05822,SupplierB,LayoutB,Method3,34.0,Jacket Silk M,Jacket,Silk,M,Summer,0.49
PRD05821,SupplierA,LayoutB,Method2,35.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Winter,0.17
PRD05820,SupplierB,LayoutC,Method2,30.0,Dress Cotton M,Dress,Cotton,M,Winter,0.48
PRD05819,SupplierA,LayoutC,Method2,32.0,Shorts Cotton L,Shorts,Cotton,L,Summer,0.33
PRD05838,SupplierC,LayoutC,Method2,18.0,Jacket Polyester M,Jacket,Polyester,M,Winter,0.71
PRD05837,SupplierD,LayoutB,Method3,32.0,Blouse Silk L,Blouse,Silk,L,Spring,0.17
PRD05836,SupplierA,LayoutA,Method1,24.0,Skirt Polyester S,Skirt,Polyester,S,Summer,0.24
PRD05835,SupplierA,LayoutB,Method2,49.0,T-Shirt Linen M,T-Shirt,Linen,M,Winter,0.13
PRD05834,SupplierB,LayoutC,Method2,17.0,Jacket Cotton S,Jacket,Cotton,S,Summer,0.79
PRD05833,SupplierD,LayoutA,Method1,32.0,T-Shirt Polyester XL,T-Shirt,Polyester,XL,Winter,0.09
PRD05832,SupplierA,LayoutB,Method2,13.0,Dress Cotton L,Dress,Cotton,L,Winter,0.55
PRD05831,SupplierA,LayoutE,Method3,7.0,Hoodie Wool M,Hoodie,Wool,M,Spring,1.04
PRD05830,SupplierB,LayoutC,Method2,29.0,Skirt Cotton M,Skirt,Cotton,M,Spring,0.3
PRD05829,SupplierB,LayoutD,Method2,11.0,Jacket Cotton M,Jacket,Cotton,M,Summer,0.75
PRD05848,SupplierA,LayoutD,Method3,19.0,Sweater Linen XS,Sweater,Linen,XS,Summer,0.63
PRD05847,SupplierF,LayoutB,Method3,20.0,Pants Wool L,Pants,Wool,L,Spring,0.45
PRD05846,SupplierC,LayoutB,Method2,20.0,Pants Polyester L,Pants,Polyester,L,Winter,0.27
PRD05845,SupplierC,LayoutC,Method1,27.0,Blouse Cotton M,Blouse,Cotton,M,Winter,0.25
PRD05844,SupplierA,LayoutB,Method2,37.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.19
PRD05843,SupplierA,LayoutA,Method2,36.0,Shirt Cotton XL,Shirt,Cotton,XL,Spring,0.17
PRD05842,SupplierB,LayoutB,Method2,29.0,Shirt Denim M,Shirt,Denim,M,Winter,0.26
PRD05841,SupplierA,LayoutD,Method1,18.0,Jacket Polyester L,Jacket,Polyester,L,Summer,0.7
PRD05840,SupplierB,LayoutC,Method3,14.0,Suit Silk M,Suit,Silk,M,Winter,0.71
PRD05839,SupplierA,LayoutC,Method2,33.0,Skirt Denim L,Skirt,Denim,L,Summer,0.38
PRD05860,SupplierA,LayoutC,Method1,21.0,Skirt Polyester L,Skirt,Polyester,L,Summer,0.26
PRD05859,SupplierF,LayoutA,Method1,24.0,Shirt Cotton XL,Shirt,Cotton,XL,Spring,0.23
PRD05858,SupplierH,LayoutB,Method1,47.0,Shirt Polyester M,Shirt,Polyester,M,Autumn,0.19
PRD05857,SupplierF,LayoutA,Method3,33.0,Shirt Silk M,Shirt,Silk,M,Winter,0.14
PRD05856,SupplierA,LayoutC,Method2,17.0,Sweater Cotton M,Sweater,Cotton,M,Summer,0.61
PRD05855,SupplierB,LayoutC,Method1,10.0,Jacket Cotton M,Jacket,Cotton,M,Autumn,0.77
PRD05854,SupplierD,LayoutA,Method3,32.0,T-Shirt Silk L,T-Shirt,Silk,L,Summer,0.11
PRD05853,SupplierA,LayoutA,Method2,30.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Winter,0.16
PRD05852,SupplierH,LayoutB,Method3,24.0,Shorts Wool M,Shorts,Wool,M,Summer,0.42
PRD05851,SupplierB,LayoutA,Method2,31.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.2
PRD05850,SupplierF,LayoutC,Method1,20.0,Dress Polyester M,Dress,Polyester,M,Summer,0.41
PRD05849,SupplierB,LayoutC,Method2,24.0,Pants Cotton XL,Pants,Cotton,XL,Autumn,0.48
PRD05872,SupplierA,LayoutB,Method1,22.0,Pants Cotton M,Pants,Cotton,M,Autumn,0.37
PRD05871,SupplierC,LayoutB,Method1,32.0,Pants Cotton S,Pants,Cotton,S,Summer,0.42
PRD05870,SupplierB,LayoutC,Method1,23.0,Skirt Cotton XL,Skirt,Cotton,XL,Summer,0.33
PRD05869,SupplierB,LayoutA,Method3,43.0,T-Shirt Silk M,T-Shirt,Silk,M,Winter,0.1
PRD05868,SupplierB,LayoutC,Method3,29.0,Pants Silk L,Pants,Silk,L,Winter,0.28
PRD05867,SupplierF,LayoutB,Method2,16.0,Sweater Linen S,Sweater,Linen,S,Summer,0.54
PRD05866,SupplierE,LayoutC,Method1,19.0,Jacket Cotton S,Jacket,Cotton,S,Spring,0.88
PRD05865,SupplierA,LayoutD,Method2,9.0,Coat Polyester S,Coat,Polyester,S,Summer,1.14
PRD05864,SupplierC,LayoutC,Method2,13.0,Jacket Cotton S,Jacket,Cotton,S,Spring,0.82
PRD05863,SupplierE,LayoutA,Method1,39.0,Shirt Polyester XL,Shirt,Polyester,XL,Spring,0.15
PRD05862,SupplierD,LayoutC,Method2,13.0,Dress Denim XS,Dress,Denim,XS,Summer,0.55
PRD05861,SupplierC,LayoutB,Method1,31.0,Dress Cotton M,Dress,Cotton,M,Spring,0.47
PRD05880,SupplierE,LayoutC,Method1,22.0,Dress Cotton L,Dress,Cotton,L,Summer,0.48
PRD05879,SupplierA,LayoutC,Method2,10.0,Jacket Cotton M,Jacket,Cotton,M,Autumn,0.79
PRD05878,SupplierD,LayoutD,Method2,18.0,Suit Cotton M,Suit,Cotton,M,Autumn,0.99
PRD05877,SupplierB,LayoutB,Method2,0.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.12
PRD05876,SupplierC,LayoutB,Method3,26.0,Pants Silk S,Pants,Silk,S,Spring,0.26
PRD05875,SupplierB,LayoutB,Method1,17.0,Jacket Polyester L,Jacket,Polyester,L,Autumn,0.53
PRD05874,SupplierA,LayoutA,Method1,30.0,T-Shirt Polyester L,T-Shirt,Polyester,L,Autumn,0.1
PRD05873,SupplierC,LayoutD,Method3,6.0,Suit Wool XL,Suit,Wool,XL,Winter,1.3
PRD05889,SupplierC,LayoutA,Method2,33.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Winter,0.12
PRD05888,SupplierB,LayoutA,Method2,29.0,Blouse Cotton M,Blouse,Cotton,M,Autumn,0.21
PRD05887,SupplierB,LayoutB,Method3,29.0,Skirt Wool M,Skirt,Wool,M,Summer,0.38
PRD05886,SupplierE,LayoutB,Method1,32.0,Dress Cotton L,Dress,Cotton,L,Autumn,0.47
PRD05885,SupplierB,LayoutB,Method3,25.0,Dress Linen M,Dress,Linen,M,Summer,0.4
PRD05884,SupplierA,LayoutC,Method2,15.0,Hoodie Cotton S,Hoodie,Cotton,S,Winter,0.83
PRD05883,SupplierB,LayoutC,Method1,16.0,Jacket Cotton L,Jacket,Cotton,L,Autumn,0.7
PRD05882,SupplierC,LayoutD,Method1,10.0,Suit Polyester L,Suit,Polyester,L,Spring,0.74
PRD05881,SupplierA,LayoutC,Method2,23.0,Pants Cotton L,Pants,Cotton,L,Winter,0.42
PRD05901,SupplierD,LayoutA,Method1,11.0,Suit Cotton M,Suit,Cotton,M,Autumn,0.94
PRD05900,SupplierF,LayoutC,Method2,20.0,Skirt Cotton S,Skirt,Cotton,S,Spring,0.33
PRD05899,SupplierH,LayoutB,Method2,34.0,Shorts Cotton XS,Shorts,Cotton,XS,Autumn,0.36
PRD05898,SupplierF,LayoutC,Method3,21.0,Pants Silk L,Pants,Silk,L,Winter,0.36
PRD05897,SupplierB,LayoutB,Method3,22.0,Blouse Wool M,Blouse,Wool,M,Autumn,0.31
PRD05896,SupplierB,LayoutB,Method1,21.0,Pants Cotton XL,Pants,Cotton,XL,Winter,0.35
PRD05895,SupplierG,LayoutC,Method2,21.0,Dress Cotton XS,Dress,Cotton,XS,Spring,0.49
PRD05894,SupplierA,LayoutA,Method1,40.0,Shirt Polyester L,Shirt,Polyester,L,Spring,0.14
PRD05893,SupplierA,LayoutB,Method3,21.0,Dress Silk M,Dress,Silk,M,Winter,0.43
PRD05892,SupplierF,LayoutB,Method2,21.0,Skirt Polyester M,Skirt,Polyester,M,Spring,0.22
PRD05891,SupplierC,LayoutD,Method2,5.0,Coat Cotton XL,Coat,Cotton,XL,Spring,1.66
PRD05890,SupplierC,LayoutD,Method2,18.0,Dress Denim M,Dress,Denim,M,Summer,0.71
PRD05911,SupplierD,LayoutD,Method2,6.0,Jacket Denim L,Jacket,Denim,L,Summer,1.1
PRD05910,SupplierB,LayoutA,Method1,20.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.2
PRD05909,SupplierC,LayoutB,Method1,31.0,Pants Cotton M,Pants,Cotton,M,Summer,0.34
PRD05908,SupplierB,LayoutB,Method1,32.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.17
PRD05907,SupplierD,LayoutD,Method2,7.0,Jacket Denim L,Jacket,Denim,L,Summer,1.15
PRD05906,SupplierD,LayoutD,Method1,5.0,Suit Cotton S,Suit,Cotton,S,Winter,1.01
PRD05905,SupplierC,LayoutB,Method2,22.0,Shirt Cotton L,Shirt,Cotton,L,Autumn,0.2
PRD05904,SupplierA,LayoutD,Method1,19.0,Jacket Cotton XS,Jacket,Cotton,XS,Spring,0.86
PRD05903,SupplierB,LayoutB,Method2,24.0,Shirt Cotton L,Shirt,Cotton,L,Autumn,0.22
PRD05902,SupplierA,LayoutC,Method2,34.0,Skirt Cotton M,Skirt,Cotton,M,Summer,0.29
PRD05921,SupplierA,LayoutA,Method3,32.0,Shirt Silk M,Shirt,Silk,M,Autumn,0.13
PRD05920,SupplierD,LayoutC,Method2,26.0,Skirt Linen M,Skirt,Linen,M,Autumn,0.29
PRD05919,SupplierB,LayoutC,Method2,31.0,Pants Linen XL,Pants,Linen,XL,Autumn,0.42
PRD05918,SupplierB,LayoutC,Method1,17.0,Suit Polyester M,Suit,Polyester,M,Summer,0.82
PRD05917,SupplierC,LayoutC,Method2,15.0,Hoodie Cotton M,Hoodie,Cotton,M,Spring,0.92
PRD05916,SupplierA,LayoutA,Method2,44.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.15
PRD05915,SupplierD,LayoutB,Method2,18.0,Dress Linen XL,Dress,Linen,XL,Spring,0.51
PRD05914,SupplierA,LayoutC,Method2,10.0,Jacket Cotton L,Jacket,Cotton,L,Autumn,0.78
PRD05913,SupplierC,LayoutE,Method3,7.0,Coat Linen S,Coat,Linen,S,Summer,1.52
PRD05912,SupplierC,LayoutC,Method3,27.0,Shorts Linen S,Shorts,Linen,S,Winter,0.26
PRD05931,SupplierF,LayoutB,Method1,39.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.19
PRD05930,SupplierC,LayoutA,Method1,21.0,Blouse Cotton XL,Blouse,Cotton,XL,Winter,0.21
PRD05929,SupplierB,LayoutD,Method2,10.0,Suit Cotton M,Suit,Cotton,M,Winter,0.84
PRD05928,SupplierG,LayoutD,Method3,5.0,Coat Silk M,Coat,Silk,M,Spring,1.19
PRD05927,SupplierB,LayoutB,Method1,41.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Autumn,0.17
PRD05926,SupplierE,LayoutD,Method3,8.0,Coat Silk S,Coat,Silk,S,Winter,1.04
PRD05925,SupplierD,LayoutB,Method2,32.0,Pants Cotton L,Pants,Cotton,L,Winter,0.36
PRD05924,SupplierB,LayoutC,Method2,16.0,Suit Polyester S,Suit,Polyester,S,Summer,0.8
PRD05923,SupplierB,LayoutB,Method2,33.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.19
PRD05922,SupplierF,LayoutB,Method3,26.0,Shorts Silk XL,Shorts,Silk,XL,Spring,0.2
PRD05942,SupplierC,LayoutB,Method2,23.0,Pants Cotton M,Pants,Cotton,M,Summer,0.4
PRD05941,SupplierD,LayoutC,Method1,13.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.67
PRD05940,SupplierD,LayoutB,Method3,29.0,Pants Silk S,Pants,Silk,S,Spring,0.31
PRD05939,SupplierE,LayoutB,Method1,22.0,Pants Cotton M,Pants,Cotton,M,Summer,0.38
PRD05938,SupplierG,LayoutA,Method1,23.0,Pants Cotton L,Pants,Cotton,L,Autumn,0.38
PRD05937,SupplierD,LayoutE,Method1,5.0,Coat Cotton S,Coat,Cotton,S,Winter,1.68
PRD05936,SupplierB,LayoutB,Method1,13.0,Sweater Cotton M,Sweater,Cotton,M,Autumn,0.58
PRD05935,SupplierC,LayoutC,Method1,10.0,Jacket Polyester L,Jacket,Polyester,L,Winter,0.64
PRD05934,SupplierB,LayoutC,Method2,11.0,Hoodie Cotton L,Hoodie,Cotton,L,Autumn,0.93
PRD05933,SupplierA,LayoutB,Method3,12.5,Pants Silk S,Pants,Silk,S,Spring,0.24
PRD05932,SupplierA,LayoutC,Method1,33.0,Pants Cotton M,Pants,Cotton,M,Summer,0.33
PRD05952,SupplierA,LayoutA,Method1,34.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.22
PRD05951,SupplierA,LayoutB,Method2,25.0,Shirt Denim L,Shirt,Denim,L,Summer,0.25
PRD05950,SupplierA,LayoutB,Method3,45.0,T-Shirt Linen M,T-Shirt,Linen,M,Summer,0.14
PRD05949,SupplierD,LayoutE,Method1,8.0,Coat Polyester S,Coat,Polyester,S,Winter,1.39
PRD05948,SupplierC,LayoutC,Method3,20.0,Shirt Wool XL,Shirt,Wool,XL,Spring,0.27
PRD05947,SupplierD,LayoutB,Method1,34.0,Pants Cotton L,Pants,Cotton,L,Spring,0.35
PRD05946,SupplierA,LayoutC,Method2,30.0,Pants Polyester L,Pants,Polyester,L,Spring,0.31
PRD05945,SupplierD,LayoutB,Method1,27.0,Shorts Cotton L,Shorts,Cotton,L,Summer,0.29
PRD05944,SupplierH,LayoutB,Method2,34.0,Blouse Cotton L,Blouse,Cotton,L,Spring,0.26
PRD05943,SupplierB,LayoutB,Method2,41.0,Shirt Polyester XL,Shirt,Polyester,XL,Winter,0.15
PRD05961,SupplierD,LayoutC,Method2,10.0,Jacket Polyester L,Jacket,Polyester,L,Spring,0.56
PRD05960,SupplierD,LayoutA,Method1,48.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.15
PRD05959,SupplierB,LayoutC,Method2,12.0,Sweater Polyester L,Sweater,Polyester,L,Spring,0.62
PRD05958,SupplierC,LayoutC,Method1,17.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.64
PRD05957,SupplierE,LayoutC,Method3,24.0,Pants Linen M,Pants,Linen,M,Summer,0.31
PRD05956,SupplierE,LayoutC,Method3,14.0,Suit Linen M,Suit,Linen,M,Summer,0.86
PRD05955,SupplierD,LayoutB,Method1,21.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.22
PRD05954,SupplierA,LayoutD,Method2,11.0,Suit Cotton M,Suit,Cotton,M,Spring,0.96
PRD05953,SupplierE,LayoutA,Method1,34.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Summer,0.16
PRD05973,SupplierC,LayoutA,Method2,41.0,T-Shirt Denim M,T-Shirt,Denim,M,Spring,0.19
PRD05972,SupplierF,LayoutC,Method2,23.0,Pants Cotton L,Pants,Cotton,L,Summer,0.46
PRD05971,SupplierC,LayoutA,Method3,45.0,T-Shirt Silk M,T-Shirt,Silk,M,Summer,0.11
PRD05970,SupplierD,LayoutA,Method3,22.0,T-Shirt Wool XL,T-Shirt,Wool,XL,Summer,0.2
PRD05969,SupplierB,LayoutB,Method2,28.0,Shorts Cotton M,Shorts,Cotton,M,Winter,0.26
PRD05968,SupplierE,LayoutB,Method2,32.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.18
PRD05967,SupplierF,LayoutB,Method2,30.0,Blouse Polyester S,Blouse,Polyester,S,Summer,0.22
PRD05966,SupplierG,LayoutC,Method1,21.0,Blouse Cotton XL,Blouse,Cotton,XL,Autumn,0.25
PRD05965,SupplierD,LayoutC,Method3,12.0,Dress Wool S,Dress,Wool,S,Summer,0.6
PRD05964,SupplierB,LayoutA,Method2,42.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Summer,0.15
PRD05963,SupplierA,LayoutD,Method2,15.0,Jacket Polyester M,Jacket,Polyester,M,Spring,0.72
PRD05962,SupplierC,LayoutC,Method3,33.0,Shorts Linen L,Shorts,Linen,L,Autumn,0.26
PRD05984,SupplierB,LayoutA,Method2,40.0,Shirt Polyester XL,Shirt,Polyester,XL,Spring,0.14
PRD05983,SupplierG,LayoutA,Method3,32.0,Shorts Silk S,Shorts,Silk,S,Autumn,0.23
PRD05982,SupplierF,LayoutB,Method3,33.0,Shirt Silk M,Shirt,Silk,M,Spring,0.13
PRD05981,SupplierB,LayoutD,Method3,6.0,Suit Wool M,Suit,Wool,M,Autumn,1.45
PRD05980,SupplierB,LayoutC,Method2,28.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.31
PRD05979,SupplierA,LayoutC,Method2,20.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.28
PRD05978,SupplierD,LayoutA,Method3,36.0,Shirt Linen XL,Shirt,Linen,XL,Spring,0.19
PRD05977,SupplierB,LayoutB,Method1,48.0,Shirt Polyester M,Shirt,Polyester,M,Spring,0.18
PRD05976,SupplierC,LayoutB,Method3,36.0,Shorts Silk XL,Shorts,Silk,XL,Summer,0.19
PRD05975,SupplierC,LayoutC,Method3,16.0,Pants Wool M,Pants,Wool,M,Winter,0.5
PRD05974,SupplierC,LayoutB,Method1,49.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Summer,0.13
PRD05994,SupplierB,LayoutB,Method2,33.0,Dress Polyester L,Dress,Polyester,L,Winter,0.42
PRD05993,SupplierA,LayoutB,Method2,19.0,Dress Denim M,Dress,Denim,M,Autumn,0.59
PRD05992,SupplierA,LayoutB,Method1,21.0,Skirt Cotton M,Skirt,Cotton,M,Spring,0.31
PRD05991,SupplierB,LayoutB,Method1,48.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.16
PRD05990,SupplierG,LayoutA,Method2,47.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Spring,0.11
PRD05989,SupplierF,LayoutD,Method3,8.0,Suit Wool XL,Suit,Wool,XL,Winter,1.4
PRD05988,SupplierF,LayoutB,Method2,9999.0,Shorts Cotton S,Shorts,Cotton,S,Spring,0.29
PRD05987,SupplierA,LayoutB,Method2,21.0,Skirt Denim M,Skirt,Denim,M,Spring,0.4
PRD05986,SupplierD,LayoutA,Method1,23.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.22
PRD05985,SupplierE,LayoutA,Method1,34.0,Shirt Polyester XL,Shirt,Polyester,XL,Summer,0.15
PRD06003,SupplierD,LayoutA,Method2,32.0,Blouse Polyester M,Blouse,Polyester,M,Spring,0.17
PRD06002,SupplierA,LayoutB,Method1,34.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.2
PRD06001,SupplierG,LayoutE,Method2,12.5,Suit Cotton S,Suit,Cotton,S,Winter,1.03
PRD06000,SupplierC,LayoutB,Method3,40.0,Shirt Silk L,Shirt,Silk,L,Summer,0.15
PRD05999,SupplierB,LayoutB,Method3,30.0,Dress Wool L,Dress,Wool,L,Autumn,0.44
PRD05998,SupplierA,LayoutC,Method3,15.0,Sweater Wool L,Sweater,Wool,L,Autumn,0.81
PRD05997,SupplierE,LayoutB,Method1,34.0,Dress Polyester XL,Dress,Polyester,XL,Spring,0.37
PRD05996,SupplierE,LayoutE,Method1,4.0,Coat Cotton M,Coat,Cotton,M,Summer,1.48
PRD05995,SupplierE,LayoutB,Method2,25.0,Shirt Denim S,Shirt,Denim,S,Spring,0.29
PRD06013,SupplierB,LayoutC,Method1,12.0,Hoodie Cotton S,Hoodie,Cotton,S,Winter,0.79
PRD06012,SupplierC,LayoutA,Method1,42.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.15
PRD06011,SupplierA,LayoutA,Method1,48.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Spring,0.16
PRD06010,SupplierA,LayoutC,Method1,32.0,Pants Cotton S,Pants,Cotton,S,Summer,0.44
PRD06009,SupplierC,LayoutD,Method1,19.0,Suit Polyester XS,Suit,Polyester,XS,Summer,0.9
PRD06008,SupplierG,LayoutA,Method2,47.0,Shirt Cotton L,Shirt,Cotton,L,Winter,0.17
PRD06007,SupplierA,LayoutC,Method1,3.0,Dress Polyester XS,Dress,Polyester,XS,Summer,0.4
PRD06006,SupplierB,LayoutC,Method2,20.0,Shorts Cotton L,Shorts,Cotton,L,Winter,0.32
PRD06005,SupplierB,LayoutC,Method2,21.0,Shirt Denim M,Shirt,Denim,M,Spring,0.25
PRD06004,SupplierB,LayoutD,Method1,8.0,Suit Cotton M,Suit,Cotton,M,Summer,1.11
PRD06024,SupplierD,LayoutA,Method1,31.0,Shirt Polyester S,Shirt,Polyester,S,Summer,0.17
PRD06023,SupplierA,LayoutB,Method1,43.0,T-Shirt Cotton XS,T-Shirt,Cotton,XS,Winter,0.15
PRD06022,SupplierA,LayoutA,Method3,34.0,T-Shirt Wool M,T-Shirt,Wool,M,Summer,0.2
PRD06021,SupplierB,LayoutD,Method2,12.0,Jacket Polyester L,Jacket,Polyester,L,Autumn,0.73
PRD06020,SupplierG,LayoutB,Method2,31.0,Shirt Denim S,Shirt,Denim,S,Autumn,0.25
PRD06019,SupplierA,LayoutC,Method2,27.0,Skirt Denim M,Skirt,Denim,M,Autumn,0.31
PRD06018,SupplierC,LayoutB,Method3,30.0,Skirt Linen XL,Skirt,Linen,XL,Winter,0.24
PRD06017,SupplierG,LayoutB,Method2,21.0,Shirt Denim M,Shirt,Denim,M,Spring,0.26
PRD06016,SupplierC,LayoutB,Method2,14.0,Sweater Polyester S,Sweater,Polyester,S,Autumn,0.57
PRD06015,SupplierA,LayoutC,Method1,17.0,Dress Cotton L,Dress,Cotton,L,Spring,0.61
PRD06014,SupplierA,LayoutD,Method2,16.0,Dress Denim M,Dress,Denim,M,Winter,0.71
PRD06035,SupplierA,LayoutD,Method3,11.0,Suit Linen M,Suit,Linen,M,Winter,0.79
PRD06034,SupplierA,LayoutB,Method1,32.0,Pants Polyester S,Pants,Polyester,S,Winter,0.37
PRD06033,SupplierH,LayoutB,Method3,32.0,T-Shirt Silk M,T-Shirt,Silk,M,Spring,0.1
PRD06032,SupplierA,LayoutD,Method2,18.0,Jacket Cotton L,Jacket,Cotton,L,Autumn,0.96
PRD06031,SupplierA,LayoutC,Method1,13.0,Suit Polyester L,Suit,Polyester,L,Winter,0.88
PRD06030,SupplierH,LayoutA,Method3,30.0,Shirt Silk L,Shirt,Silk,L,Winter,0.14
PRD06029,SupplierA,LayoutD,Method2,9.0,Coat Cotton M,Coat,Cotton,M,Summer,1.46
PRD06028,SupplierA,LayoutA,Method3,33.0,Shirt Wool M,Shirt,Wool,M,Autumn,0.24
PRD06027,SupplierB,LayoutC,Method3,30.0,Blouse Wool M,Blouse,Wool,M,Summer,0.28
PRD06026,SupplierB,LayoutC,Method1,30.0,Pants Polyester S,Pants,Polyester,S,Summer,0.32
PRD06025,SupplierA,LayoutB,Method2,41.0,Shirt Linen S,Shirt,Linen,S,Summer,0.16
PRD06045,SupplierC,LayoutE,Method1,9.0,Coat Cotton M,Coat,Cotton,M,Spring,1.54
PRD06044,SupplierH,LayoutA,Method3,43.0,Shirt Silk L,Shirt,Silk,L,Winter,0.16
PRD06043,SupplierC,LayoutC,Method2,11.0,Jacket Cotton M,Jacket,Cotton,M,Winter,0.9
PRD06042,SupplierB,LayoutB,Method3,46.0,Shirt Silk S,Shirt,Silk,S,Winter,0.15
PRD06041,SupplierB,LayoutC,Method2,21.0,Skirt Cotton M,Skirt,Cotton,M,Winter,0.28
PRD06040,SupplierD,LayoutB,Method1,9999.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Summer,0.17
PRD06039,SupplierE,LayoutB,Method1,30.0,Shirt Polyester M,Shirt,Polyester,M,Spring,0.17
PRD06038,SupplierC,LayoutA,Method2,25.0,Blouse Linen S,Blouse,Linen,S,Winter,0.22
PRD06037,SupplierE,LayoutE,Method1,8.0,Coat Cotton S,Coat,Cotton,S,Autumn,1.31
PRD06036,SupplierA,LayoutC,Method1,22.0,Pants Polyester L,Pants,Polyester,L,Summer,0.32
PRD06056,SupplierC,LayoutC,Method2,28.0,Dress Linen S,Dress,Linen,S,Autumn,0.43
PRD06055,SupplierG,LayoutA,Method2,33.0,T-Shirt Linen M,T-Shirt,Linen,M,Winter,0.14
PRD06054,SupplierB,LayoutC,Method2,10.0,Jacket Linen S,Jacket,Linen,S,Spring,0.59
PRD06053,SupplierA,LayoutB,Method2,3.0,Skirt Polyester M,Skirt,Polyester,M,Spring,0.24
PRD06052,SupplierB,LayoutC,Method1,29.0,Shorts Polyester M,Shorts,Polyester,M,Summer,0.25
PRD06051,SupplierA,LayoutC,Method3,29.0,Dress Linen XS,Dress,Linen,XS,Spring,0.48
PRD06050,SupplierA,LayoutB,Method3,30.0,Shorts Linen M,Shorts,Linen,M,Autumn,0.25
PRD06049,SupplierB,LayoutB,Method2,41.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Spring,0.12
PRD06048,SupplierB,LayoutC,Method1,20.0,Dress Cotton M,Dress,Cotton,M,Winter,0.46
PRD06047,SupplierC,LayoutA,Method3,35.0,Shirt Silk M,Shirt,Silk,M,Autumn,0.13
PRD06046,SupplierA,LayoutC,Method1,12.0,Sweater Polyester L,Sweater,Polyester,L,Autumn,0.53
PRD06067,SupplierA,LayoutB,Method1,14.0,Dress Cotton XL,Dress,Cotton,XL,Summer,0.57
PRD06066,SupplierB,LayoutA,Method3,24.0,T-Shirt Wool L,T-Shirt,Wool,L,Spring,0.22
PRD06065,SupplierC,LayoutC,Method2,3.0,Pants Cotton L,Pants,Cotton,L,Spring,0.38
